,croydon-lilydale,yarraville-seddon,eltham-research-montmorency,camberwell-glen iris,wanagaratta,east brunswick,flemington-kensington,murrumbeena-hughesdale,broadmeadows-roxburgh park,west brunswick,carlton-parkville,moe-newborough,glen waverley-mulgrave,mt eliza-mornington-mt martha,vermont-forest hill-burwood east,moonee ponds-ascot vale,fitzroy north-clifton hill,thomastown-lalor,nunawading-mitcham,chadstone-oakleigh,mentone-parkdale-mordialloc,seaford-carrum downs,gladstone park-tullamarine,hampton-beaumaris,newtown,albert park-middle park-west st kilda,doncaster east-donvale,sale-maffra,burwood-ashburton,keilor east-avondale heights,newport-spotswood,werribee-hoppers crossing,geelong-newcombe,ocean grove-barwon heads,bulleen-templestowe-doncaster,hastings-flinders,mill park-epping,narre warren-hampton park,belmont-grovedale,dromana-portsea,dandenong north-endeavour hills,herne hill-geelong west,ivanhoe-ivanhoe east,aspendale-chelsea-carrum,golden square-kangaroo flat,bundoora-greensborough-hurstbridge,collingwood-abbotsford,prahran-windsor,canterbury-surrey hills-mont albert,north melbourne-west melbourne,coburg-pascoe vale south,richmond-burnley,flora hill-bendigo east,wantirna-scoresby,wendouree-alfredton,oak park-glenroy-fawkner,pascoe vale-coburg north,fairfield-alphington,sebastopol-delacombe,st albans-deer park,heidelberg-heidelberg west,east st kilda,east hawthorn,mount clear-buninyong,northcote,sunbury,preston,springvale,cheltenham,port melbourne,warragul,carnegie,kew,keilor,traralgon,morwell,armadale,shepparton,frankston,castlemaine,echuca,balwyn,box hill,elsternwick,brighton east,east melbourne,mildura,ringwood,berwick,seymour,williamstown,sunshine,clayton,corio,toorak,bayswater,dandenong,wodonga,bentleigh,torquay,bendigo,melton,caulfield,noble park,south yarra,brunswick,benalla,essendon,hawthorn,st kilda,docklands,north bendigo,southbank,north geelong,rowville,warrnambool,elwood,hamilton,fitzroy,mount waverley,swan hill,carlton north,footscray,west footscray,whittlesea,blackburn,cranbourne,bairnsdale,thornbury,pakenham,lara,reservoir,malvern east,sydenham,portland,south melbourne,altona,malvern,horsham,ferntree gully,brighton,boronia,craigieburn
morwell,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,7.341354717598844,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,9.281423256439837,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867,-0.11789204236906867
armadale,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,1.7064975583681021,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,7.143175055304056,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,2.310527556404512,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,1.9949658914883812,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,4.303014053003713,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,2.2507691414001494,-0.2502680481488841,2.1953883993796635,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,1.841503425965295,1.9769515892076268,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,1.6514618375943437,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,5.66112784753686,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841,-0.2502680481488841
shepparton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frankston,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,11.210189231395658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,3.8374168003023503,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658,-0.10672061015388658
castlemaine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
echuca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balwyn,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,2.122157503255235,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,3.2749000499377403,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,1.6043581884770373,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,10.741614048518988,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,1.5708575205293898,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,1.7621872245601549,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222,-0.1538399601115222
box hill,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,3.628952472710284,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,1.6479528278355078,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,1.2301013286818179,-0.18979249011528923,2.2392150775474904,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,1.8213267072530042,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,9.828590236525653,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,1.8540748619778054,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,3.371772653032482,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923,-0.18979249011528923
elsternwick,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,3.356012277051134,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,3.198931860497313,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,6.942440998699468,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,3.4925219252575403,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,5.989453698202614,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,-0.19937267586751525,4.334695834141518,-0.19937267586751525,-0.19937267586751525
brighton east,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,5.3530398810727,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,2.8371264222307215,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,3.4594111780682923,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,6.334823401501781,-0.199580868886621,-0.199580868886621,-0.199580868886621,3.273144625991545,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,-0.199580868886621,6.085033528602034,-0.199580868886621,-0.199580868886621
